antecedent_str,consequent_str,support,confidence,lift,leverage,conviction,support_count,antecedent_len,consequent_len,min_support_used,algo
"frozen vegan vegetarian, refrigerated",fresh fruits,0.003275772070181419,0.7109826589595375,1.2750757640386061,0.0007066917358443318,1.5307028794835462,615,2,1,0.003,apriori
"frozen vegan vegetarian, soy lactosefree",fresh fruits,0.005875083891723748,0.7457741717376605,1.3374708367996546,0.0014824020252676194,1.7401838325207266,1103,2,1,0.003,apriori
"frozen vegan vegetarian, tofu meat alternatives",fresh fruits,0.0034835039575587773,0.6994652406417112,1.2544204347189774,0.0007065211684198452,1.4720416270515253,654,2,1,0.003,apriori
"frozen vegan vegetarian, water seltzer sparkling water",fresh fruits,0.0037072152208882402,0.6946107784431138,1.245714445875408,0.0007312400821532566,1.448642076809205,696,2,1,0.003,apriori
"frozen vegan vegetarian, yogurt",fresh fruits,0.006354465170286883,0.7598726114649681,1.3627549679672928,0.0016915101125883547,1.842354089012103,1193,2,1,0.003,apriori
"fruit vegetable snacks, hot dogs bacon sausage",fresh fruits,0.004921647793248181,0.8013876843018214,1.437208068263768,0.0014971973591549315,2.2274533912771406,924,2,1,0.003,apriori
"fruit vegetable snacks, ice cream ice",fresh fruits,0.005171991349831151,0.746348962336664,1.3385016658261448,0.0013079757255854284,1.744127208099574,971,2,1,0.003,apriori
"fruit vegetable snacks, instant foods",fresh fruits,0.0037498268900938523,0.7693989071038251,1.3798394193770485,0.0010322448023268758,1.9184630506087783,704,2,1,0.003,apriori
"fruit vegetable snacks, juice nectars",fresh fruits,0.004937627169200286,0.7561174551386624,1.3560204734455055,0.0012963641750993972,1.813986631978298,927,2,1,0.003,apriori
"fruit vegetable snacks, lunch meat",fresh fruits,0.006642093937424764,0.8225593667546174,1.4751773475975103,0.0021395207734305165,2.493226427678037,1247,2,1,0.003,apriori
"fruit vegetable snacks, milk",fresh fruits,0.012538483663751319,0.8106060606060607,1.4537402973711901,0.003913501824543343,2.335870290078939,2354,2,1,0.003,apriori
"fruit vegetable snacks, nuts seeds dried fruit",fresh fruits,0.005582128665935166,0.7496423462088697,1.3444080179772233,0.001430019640035458,1.7670707064558193,1048,2,1,0.003,apriori
"fruit vegetable snacks, other creams cheeses",fresh fruits,0.004436940056034345,0.7903225806451613,1.4173639197161376,0.0013065230937322763,2.1099061477985743,833,2,1,0.003,apriori
"fresh fruits, fruit vegetable snacks",packaged cheese,0.01293264160390323,0.40799865568811966,1.7671815345760518,0.005614411217908516,1.2991940933501505,2428,2,1,0.003,apriori
"fruit vegetable snacks, packaged cheese",fresh fruits,0.01293264160390323,0.8002636783124588,1.4351922767706704,0.003921555205777541,2.2149185106321565,2428,2,1,0.003,apriori
"fruit vegetable snacks, packaged vegetables fruits",fresh fruits,0.017939512735562633,0.8332508659079663,1.494351474110841,0.005934630988290373,2.653085298224941,3368,2,1,0.003,apriori
"fresh fruits, fruit vegetable snacks",packaged vegetables fruits,0.017939512735562633,0.5659553016299781,1.5473747249568985,0.006345997314750567,1.4612505721509488,3368,2,1,0.003,apriori
"fruit vegetable snacks, pasta sauce",fresh fruits,0.003606012506524912,0.8206060606060606,1.471674289824741,0.0011557335749317363,2.466079275843473,677,2,1,0.003,apriori
"fruit vegetable snacks, popcorn jerky",fresh fruits,0.0039202735669163,0.7083734359961501,1.270396385545104,0.0008344071306431978,1.5170074703670469,736,2,1,0.003,apriori
"fruit vegetable snacks, refrigerated",fresh fruits,0.007382471689872271,0.7708565072302558,1.382453478343819,0.0020423486365334477,1.9306665478642293,1386,2,1,0.003,apriori
"fruit vegetable snacks, soup broth bouillon",fresh fruits,0.003787112100648763,0.7979797979797979,1.431096367505595,0.001140810854528133,2.1898783969490037,711,2,1,0.003,apriori
"fruit vegetable snacks, soy lactosefree",fresh fruits,0.00862353655548572,0.819331983805668,1.4693893614523925,0.00275474725993649,2.4486884035714183,1619,2,1,0.003,apriori
"fruit vegetable snacks, spreads",fresh fruits,0.004857730289439763,0.8063660477453581,1.4461362615065103,0.0014986206268556646,2.284721615192403,912,2,1,0.003,apriori
"fruit vegetable snacks, tea",fresh fruits,0.0030201020549477475,0.7278562259306804,1.3053368063111028,0.0007064447365100705,1.6256101307635553,567,2,1,0.003,apriori
"fruit vegetable snacks, water seltzer sparkling water",fresh fruits,0.008575598427629406,0.7371794871794871,1.3220571359989615,0.002089041837811836,1.683276816575731,1610,2,1,0.003,apriori
"fresh fruits, fruit vegetable snacks",yogurt,0.015297589244814693,0.4826079650478911,1.8296806254850804,0.006936791719968501,1.422970818801665,2872,2,1,0.003,apriori
"fruit vegetable snacks, yogurt",fresh fruits,0.015297589244814693,0.8112994350282486,1.4549837945366906,0.004783665101978522,2.3444533736162456,2872,2,1,0.003,apriori
"grains rice dried goods, hot dogs bacon sausage",fresh fruits,0.0034408922883531656,0.7161862527716186,1.284407885254327,0.0007619206564779607,1.5587676089393956,646,2,1,0.003,apriori
"grains rice dried goods, ice cream ice",fresh fruits,0.003531442085415091,0.7075773745997865,1.2689687296376093,0.0007485192261389635,1.5128777246488365,663,2,1,0.003,apriori
"grains rice dried goods, juice nectars",fresh fruits,0.003510136250812285,0.7645011600928074,1.3710558035835492,0.0009499660216809916,1.8785641420809494,659,2,1,0.003,apriori
"grains rice dried goods, lunch meat",fresh fruits,0.004175943582149972,0.773938795656466,1.387981252081351,0.0011672980576604127,1.9569907071671666,784,2,1,0.003,apriori
"grains rice dried goods, milk",fresh fruits,0.009459790563645855,0.7964125560538118,1.4282856770182426,0.0028366123606727873,2.1730204357212135,1776,2,1,0.003,apriori
"grains rice dried goods, nuts seeds dried fruit",fresh fruits,0.004346390258972419,0.8127490039840637,1.4575834504081395,0.00136447505010024,2.3626025258293573,816,2,1,0.003,apriori
"grains rice dried goods, oils vinegars",fresh fruits,0.004271819837862598,0.744661095636026,1.3354746469589607,0.0010730920689827803,1.7325980044180553,802,2,1,0.003,apriori
"grains rice dried goods, other creams cheeses",fresh fruits,0.0038616825217585838,0.7639620653319283,1.3700889914462138,0.0010431192416592828,1.8742736279803438,725,2,1,0.003,apriori
"grains rice dried goods, packaged cheese",fresh fruits,0.010328003323710198,0.760690466849745,1.3642217091971611,0.002757383933854435,1.8486504500159004,1939,2,1,0.003,apriori
"grains rice dried goods, packaged vegetables fruits",fresh fruits,0.017449478539698096,0.8055077452667814,1.4445969824891443,0.005370345915710891,2.2746390428664904,3276,2,1,0.003,apriori
"fresh fruits, grains rice dried goods",packaged vegetables fruits,0.017449478539698096,0.6232876712328768,1.7041267853933149,0.0072099361011519324,1.6836403149002357,3276,2,1,0.003,apriori
"grains rice dried goods, pasta sauce",fresh fruits,0.0036592770930319266,0.7762711864406779,1.39216415995363,0.001030796057322884,1.977392491888449,687,2,1,0.003,apriori
"grains rice dried goods, refrigerated",fresh fruits,0.005113400304673435,0.7613005551149881,1.3653158410316482,0.0013681860831716236,1.8533753874644747,960,2,1,0.003,apriori
"grains rice dried goods, soup broth bouillon",fresh fruits,0.005353090943955002,0.7225017972681524,1.2957341779884175,0.0012217721635354789,1.5942433925556423,1005,2,1,0.003,apriori
"grains rice dried goods, soy lactosefree",fresh fruits,0.008266663825888719,0.7922409392547217,1.4208043025988437,0.0024483651265056524,2.129388121819223,1552,2,1,0.003,apriori
"grains rice dried goods, spices seasonings",fresh fruits,0.0036752564689840313,0.745945945945946,1.3377788965351654,0.000927974030531077,1.7413604274041088,690,2,1,0.003,apriori
"grains rice dried goods, spreads",fresh fruits,0.0037018887622375387,0.7897727272727273,1.4163778130929585,0.001088257901871485,2.104387648719764,695,2,1,0.003,apriori
"grains rice dried goods, tortillas flat bread",fresh fruits,0.0031479370625645832,0.7715404699738904,1.3836800966121041,0.0008728902000186777,1.9364465824680377,591,2,1,0.003,apriori
"grains rice dried goods, water seltzer sparkling water",fresh fruits,0.006114774531005316,0.7735849056603774,1.3873465860294272,0.0017072424892061984,1.9539319030016373,1148,2,1,0.003,apriori
"grains rice dried goods, yogurt",fresh fruits,0.011563741730672945,0.7937842778793419,1.423572124923565,0.0034406958180579934,2.1453246706983053,2171,2,1,0.003,apriori
"fresh fruits, grains rice dried goods",yogurt,0.011563741730672945,0.4130517503805175,1.5659766098533747,0.004179377457342146,1.2543418744234456,2171,2,1,0.003,apriori
"granola, lunch meat",fresh fruits,0.003877661897710688,0.82633371169126,1.481946254958595,0.0012610610022760365,2.547412514309202,728,2,1,0.003,apriori
"granola, milk",fresh fruits,0.007536938990742615,0.7931614349775785,1.422455118933568,0.002238396428364161,2.1388645589537787,1415,2,1,0.003,apriori
"granola, nuts seeds dried fruit",fresh fruits,0.0035474214613671956,0.8314606741573035,1.4911409455761615,0.0011684233714203676,2.6249047451644656,666,2,1,0.003,apriori
"granola, packaged cheese",fresh fruits,0.007196045637097719,0.8022565320665084,1.438766259189286,0.002194506581579044,2.23724040432076,1351,2,1,0.003,apriori
"granola, packaged vegetables fruits",fresh fruits,0.011734188407495393,0.8414820473644004,1.509113268723191,0.003958636597906384,2.7908490413593747,2203,2,1,0.003,apriori
"fresh fruits, granola",packaged vegetables fruits,0.011734188407495393,0.5723564562223955,1.564876080272984,0.004235710697076028,1.4831232063732978,2203,2,1,0.003,apriori
"granola, refrigerated",fresh fruits,0.004671304236665211,0.7879604672057503,1.4131277072564548,0.0013656552053158732,2.0864018625271723,877,2,1,0.003,apriori
"granola, soy lactosefree",fresh fruits,0.007121475215987898,0.8005988023952095,1.435793288047776,0.0021615166514295913,2.218641018536619,1337,2,1,0.003,apriori
"granola, spreads",fresh fruits,0.00324381331827721,0.810918774966711,1.4543011190695923,0.0010133169817602714,2.3397334985185694,609,2,1,0.003,apriori
"granola, water seltzer sparkling water",fresh fruits,0.005118726763324136,0.7639109697933227,1.3699973567458374,0.001382422647028119,1.8738679885466434,961,2,1,0.003,apriori
"granola, yogurt",fresh fruits,0.012128346347647303,0.7669248905355339,1.3754025199304791,0.003310312228980471,1.8980991885740632,2277,2,1,0.003,apriori
"fresh fruits, granola",yogurt,0.012128346347647303,0.5915822291504287,2.2428277638360217,0.006720732556161336,1.8026487096430288,2277,2,1,0.003,apriori
"honeys syrups nectars, milk",fresh fruits,0.004570101522301882,0.7271186440677966,1.3040140275548193,0.0010654601413564923,1.6212162045296599,858,2,1,0.003,apriori
"honeys syrups nectars, packaged cheese",fresh fruits,0.00438367546952733,0.7461468721668179,1.338139237468049,0.00110772678886397,1.7427387242674983,823,2,1,0.003,apriori
"honeys syrups nectars, packaged vegetables fruits",fresh fruits,0.007366492313920167,0.8144876325088339,1.4607015054924153,0.0023233727674411226,2.384744920968036,1383,2,1,0.003,apriori
"fresh fruits, honeys syrups nectars",packaged vegetables fruits,0.007366492313920167,0.5621951219512196,1.5370940420488135,0.002574012405468196,1.4487003129316716,1383,2,1,0.003,apriori
"honeys syrups nectars, soy lactosefree",fresh fruits,0.0038510296044571807,0.7523413111342352,1.3492483396376136,0.000996825903534706,1.7863281041235832,723,2,1,0.003,apriori
"honeys syrups nectars, yogurt",fresh fruits,0.005560822831332361,0.7773641102010425,1.3941242086006984,0.0015720657342055307,1.9870995487331597,1044,2,1,0.003,apriori
"fresh fruits, honeys syrups nectars",yogurt,0.005560822831332361,0.42439024390243907,1.608963513140786,0.002104670602946941,1.2790501895045654,1044,2,1,0.003,apriori
"hot cereal pancake mixes, hot dogs bacon sausage",fresh fruits,0.004293125672465405,0.7462962962962962,1.3384072145890935,0.0010854877983797933,1.743765146873792,806,2,1,0.003,apriori
"hot cereal pancake mixes, ice cream ice",fresh fruits,0.004250514003259793,0.7388888888888889,1.3251227757346113,0.0010428761291741816,1.6942966320688626,798,2,1,0.003,apriori
"hot cereal pancake mixes, instant foods",fresh fruits,0.0033237101980377326,0.7490996398559424,1.343434728813434,0.000849670985895775,1.7632484700193523,624,2,1,0.003,apriori
"hot cereal pancake mixes, juice nectars",fresh fruits,0.004032129198581032,0.7646464646464647,1.3713163926604248,0.001091794480669221,1.879723945878974,757,2,1,0.003,apriori
"hot cereal pancake mixes, lunch meat",fresh fruits,0.005257214688242375,0.7921348314606742,1.4206140089610728,0.001556550992769531,2.128301144727944,987,2,1,0.003,apriori
"hot cereal pancake mixes, milk",fresh fruits,0.012027143633283974,0.7738176833447566,1.3877640493529284,0.0033605813031156277,1.9559428106205063,2258,2,1,0.003,apriori
"hot cereal pancake mixes, nuts seeds dried fruit",fresh fruits,0.005470273034270435,0.804858934169279,1.4434334051565054,0.001680508286739657,2.2670762520846455,1027,2,1,0.003,apriori
"hot cereal pancake mixes, oils vinegars",fresh fruits,0.0035527479200178967,0.7622857142857142,1.3670826247449832,0.0009539672349948318,1.8610563299634602,667,2,1,0.003,apriori
"hot cereal pancake mixes, other creams cheeses",fresh fruits,0.004399654845479435,0.7866666666666667,1.4108074063460223,0.0012811180234517574,2.073748481959285,826,2,1,0.003,apriori
"hot cereal pancake mixes, packaged cheese",fresh fruits,0.0114039479711519,0.7882916053019146,1.4137215700682242,0.003337332724840306,2.0896652529164674,2141,2,1,0.003,apriori
"hot cereal pancake mixes, packaged vegetables fruits",fresh fruits,0.018179203374844202,0.8251934235976789,1.4799012631520794,0.005895138331123749,2.5307953811367008,3413,2,1,0.003,apriori
"fresh fruits, hot cereal pancake mixes",packaged vegetables fruits,0.018179203374844202,0.5726510067114094,1.5656814088574342,0.006568154490952435,1.4841454497213946,3413,2,1,0.003,apriori
"hot cereal pancake mixes, pasta sauce",fresh fruits,0.003877661897710688,0.8070953436807095,1.4474441802866098,0.001198690265835483,2.29335924073842,728,2,1,0.003,apriori
"hot cereal pancake mixes, refrigerated",fresh fruits,0.006152059741560226,0.7638888888888888,1.369957756868489,0.0016613667178403705,1.8736927460526238,1155,2,1,0.003,apriori
"hot cereal pancake mixes, soup broth bouillon",fresh fruits,0.0046553248607131064,0.7775800711743772,1.3945115128473031,0.0013170054436091923,1.9890289439763078,874,2,1,0.003,apriori
"hot cereal pancake mixes, soy lactosefree",fresh fruits,0.009864601421099168,0.7804466919511168,1.3996525083850273,0.0028167082033166172,2.0149989088427422,1852,2,1,0.003,apriori
"hot cereal pancake mixes, spreads",fresh fruits,0.005427661365064823,0.7754946727549468,1.3907715608956317,0.0015250352849273297,1.9705531337722941,1019,2,1,0.003,apriori
"hot cereal pancake mixes, tortillas flat bread",fresh fruits,0.0035261156267643893,0.8244084682440848,1.4784935248133062,0.0011411774666803655,2.519481843613513,662,2,1,0.003,apriori
"hot cereal pancake mixes, water seltzer sparkling water",fresh fruits,0.006903090411309137,0.7248322147651006,1.2999135469688066,0.0015926677086562915,1.607745164549897,1296,2,1,0.003,apriori
"hot cereal pancake mixes, yogurt",fresh fruits,0.014828860883552961,0.8069565217391305,1.4471952171213434,0.004582239896890591,2.2917100341171674,2784,2,1,0.003,apriori
"fresh fruits, hot cereal pancake mixes",yogurt,0.014828860883552961,0.4671140939597315,1.7709397057388514,0.006455418899334627,1.3815973724807562,2784,2,1,0.003,apriori
"hot dogs bacon sausage, ice cream ice",fresh fruits,0.008927144698575706,0.684640522875817,1.2278337970650202,0.0016564988506483202,1.402842496396913,1676,2,1,0.003,apriori
"hot dogs bacon sausage, instant foods",fresh fruits,0.006418382674095301,0.7176891006551518,1.287103091514539,0.0014316937939196145,1.5670655195317638,1205,2,1,0.003,apriori
"hot dogs bacon sausage, juice nectars",fresh fruits,0.007909791096291719,0.7156626506024095,1.283468857519201,0.0017469683289513078,1.5558971661253835,1485,2,1,0.003,apriori
"hot dogs bacon sausage, lunch meat",fresh fruits,0.013539857890083199,0.7565476190476191,1.3567919290752077,0.0035605400595946305,1.817191823800019,2542,2,1,0.003,apriori
"hot dogs bacon sausage, milk",fresh fruits,0.02017129891020656,0.7441540577716644,1.3345653256356482,0.005056790446112416,1.7291643256021794,3787,2,1,0.003,apriori
"hot dogs bacon sausage, nuts seeds dried fruit",fresh fruits,0.006130753906957421,0.7824609109449354,1.4032648072085214,0.0017618323210500742,2.0336560113080715,1151,2,1,0.003,apriori
"hot dogs bacon sausage, oils vinegars",fresh fruits,0.005406355530462017,0.7286432160804021,1.3067481938517156,0.0012690966799052978,1.6303247324835464,1015,2,1,0.003,apriori
"hot dogs bacon sausage, other creams cheeses",fresh fruits,0.00844243696136187,0.7178442028985508,1.2873812517608036,0.0018845995298979535,1.5679269421221533,1585,2,1,0.003,apriori
"hot dogs bacon sausage, packaged cheese",fresh fruits,0.022648102182782754,0.7219015280135822,1.2946576555602614,0.005154595628741779,1.5908022542925753,4252,2,1,0.003,apriori
"fresh fruits, hot dogs bacon sausage",packaged cheese,0.022648102182782754,0.4145461635955932,1.795541027702477,0.010034576881295982,1.3137238189589124,4252,2,1,0.003,apriori
"hot dogs bacon sausage, packaged poultry",fresh fruits,0.0036859093862854344,0.6947791164658635,1.2460163431583717,0.0007277544579620374,1.4494410442325951,692,2,1,0.003,apriori
"hot dogs bacon sausage, packaged produce",fresh fruits,0.003329036656688434,0.7126567844925883,1.2780781395062093,0.0007243159015281738,1.53962109517739,625,2,1,0.003,apriori
"hot dogs bacon sausage, packaged vegetables fruits",fresh fruits,0.031665796678420385,0.7829579876201765,1.4041562641427825,0.009114320402557378,2.038313556442311,5945,2,1,0.003,apriori
"fresh fruits, hot dogs bacon sausage",packaged vegetables fruits,0.031665796678420385,0.5796041727600663,1.584692015121097,0.011683493255252957,1.508692576699374,5945,2,1,0.003,apriori
"hot dogs bacon sausage, pasta sauce",fresh fruits,0.006977660832418958,0.7384441939120631,1.3243252600987585,0.0017088186207264815,1.6914160032164458,1310,2,1,0.003,apriori
"hot dogs bacon sausage, pickled goods olives",fresh fruits,0.003254466235578613,0.6919592298980748,1.2409591607157124,0.0006319252700067663,1.4361724780941556,611,2,1,0.003,apriori
"hot dogs bacon sausage, popcorn jerky",fresh fruits,0.004048108574533136,0.7364341085271318,1.3207203744863234,0.0009830323837402184,1.678516418338809,760,2,1,0.003,apriori
"hot dogs bacon sausage, poultry counter",fresh fruits,0.004367696093575226,0.7649253731343283,1.3718165869320826,0.0011838185000383962,1.8819541779135258,820,2,1,0.003,apriori
"hot dogs bacon sausage, preserved dips spreads",fresh fruits,0.003163916438516688,0.7217496962332928,1.2943853605600693,0.0007195775770607081,1.5899342073036304,594,2,1,0.003,apriori
"hot dogs bacon sausage, refrigerated",fresh fruits,0.010897934399335257,0.7245042492917847,1.2993253739364592,0.0025105553656151035,1.6058312152330474,2046,2,1,0.003,apriori
"hot dogs bacon sausage, soup broth bouillon",fresh fruits,0.0077233650435171676,0.695443645083933,1.2472081082805344,0.0015308419254907793,1.452603661063764,1450,2,1,0.003,apriori
"hot dogs bacon sausage, soy lactosefree",fresh fruits,0.012874050558745513,0.7766709511568124,1.392881097693865,0.0036313014252691966,1.9809320750832944,2417,2,1,0.003,apriori
"hot dogs bacon sausage, spices seasonings",fresh fruits,0.0041333319129443595,0.6867256637168141,1.2315732870757234,0.0007771922854288588,1.4121797572061716,776,2,1,0.003,apriori
"hot dogs bacon sausage, spreads",fresh fruits,0.007052231253528779,0.7679814385150812,1.3772973322796807,0.0019318907952661918,1.9067426042121631,1324,2,1,0.003,apriori
"hot dogs bacon sausage, tea",fresh fruits,0.003648624175730524,0.6947261663286004,1.2459213824221627,0.0007201695980931047,1.4491896368278925,685,2,1,0.003,apriori
"hot dogs bacon sausage, tortillas flat bread",fresh fruits,0.006130753906957421,0.736875800256082,1.3215125040997024,0.0014915591298076758,1.681334049022756,1151,2,1,0.003,apriori
"hot dogs bacon sausage, water seltzer sparkling water",fresh fruits,0.012746215551128677,0.7238354506957049,1.2981259510389551,0.0029272796143443892,1.6019423103573327,2393,2,1,0.003,apriori
"hot dogs bacon sausage, yogurt",fresh fruits,0.02272799906254328,0.7912108288522158,1.4189569033803573,0.006710599937595405,2.1188822855098017,4267,2,1,0.003,apriori
"fresh fruits, hot dogs bacon sausage",yogurt,0.02272799906254328,0.41600857950667836,1.5771866464810746,0.008317530198092362,1.260692780375669,4267,2,1,0.003,apriori
"ice cream ice, instant foods",fresh fruits,0.006514258929807928,0.6805787423483585,1.2205494029322779,0.0011771059115377024,1.3850038641879991,1223,2,1,0.003,apriori
"ice cream ice, juice nectars",fresh fruits,0.00944381118769375,0.6645427286356822,1.19179042804146,0.00151975762467485,1.318795906113638,1773,2,1,0.003,apriori
"ice cream ice, lunch meat",fresh fruits,0.011164257331870332,0.7197802197802198,1.2908533029753835,0.0025155152121135727,1.5787596286184147,2096,2,1,0.003,apriori
"ice cream ice, milk",fresh fruits,0.02170531900160859,0.7027073633385066,1.2602348551167588,0.0044820856388100155,1.488094966358161,4075,2,1,0.003,apriori
"ice cream ice, nuts seeds dried fruit",fresh fruits,0.0069670079151175545,0.7270705947748749,1.3039278559891538,0.0016239148267101341,1.6209307889943256,1308,2,1,0.003,apriori
"ice cream ice, oils vinegars",fresh fruits,0.0056247403351407784,0.7135135135135136,1.2796145966858103,0.0012290884336160516,1.5442252846791154,1056,2,1,0.003,apriori
"ice cream ice, other creams cheeses",fresh fruits,0.009358587849282526,0.6857923497267759,1.2298994824703098,0.001749358003534992,1.4079850562728777,1757,2,1,0.003,apriori
"ice cream ice, packaged cheese",fresh fruits,0.02273332552119398,0.6942094990240729,1.2449947916681234,0.00447354991945478,1.4467410686054676,4268,2,1,0.003,apriori
"ice cream ice, packaged poultry",fresh fruits,0.003510136250812285,0.6936842105263158,1.244052739672652,0.0006886029356443862,1.4442601111469016,659,2,1,0.003,apriori
"ice cream ice, packaged produce",fresh fruits,0.0030627137241533596,0.7646276595744682,1.3712826676584975,0.000829247352567823,1.879573765343437,575,2,1,0.003,apriori
"ice cream ice, packaged vegetables fruits",fresh fruits,0.03317851093521961,0.7582471089470482,1.3598397929783324,0.00877967284668878,1.8299664348353706,6229,2,1,0.003,apriori
"fresh fruits, ice cream ice",packaged vegetables fruits,0.03317851093521961,0.5150913751757215,1.4083079930423683,0.009619381043792907,1.307974392210738,6229,2,1,0.003,apriori
"ice cream ice, pasta sauce",fresh fruits,0.0072652895995568385,0.7186512118018967,1.288828540919059,0.0016281630393582365,1.5724243171071048,1364,2,1,0.003,apriori
"ice cream ice, pickled goods olives",fresh fruits,0.00324381331827721,0.7114485981308412,1.2759113789968035,0.0007014632995575032,1.533174586176214,609,2,1,0.003,apriori
"ice cream ice, popcorn jerky",fresh fruits,0.004942953627850987,0.6685878962536024,1.1990450285947731,0.0008205449526372576,1.3348929358652697,928,2,1,0.003,apriori
"ice cream ice, poultry counter",fresh fruits,0.003616665423826315,0.7511061946902654,1.3470332827390725,0.0009317537218139142,1.7774635877368345,679,2,1,0.003,apriori
"ice cream ice, preserved dips spreads",fresh fruits,0.0033396895739898373,0.6463917525773196,1.159238481275934,0.0004587555574499828,1.2511011249760193,627,2,1,0.003,apriori
"ice cream ice, refrigerated",fresh fruits,0.013870098326426692,0.6673500768836493,1.1968251242708132,0.002281021488758122,1.329925682852409,2604,2,1,0.003,apriori
"ice cream ice, soup broth bouillon",fresh fruits,0.007584877118598929,0.6651097617935545,1.1928073448788796,0.0012260320367310645,1.3210288795536453,1424,2,1,0.003,apriori
"ice cream ice, soy lactosefree",fresh fruits,0.015590544470603275,0.7282906195571037,1.3061158475129175,0.0036539735299087623,1.6282090645166034,2927,2,1,0.003,apriori
"ice cream ice, spices seasonings",fresh fruits,0.0042558404619104945,0.684661525278492,1.2278714627581282,0.0007898095368568756,1.4029359295341948,799,2,1,0.003,apriori
"ice cream ice, spreads",fresh fruits,0.007829894216531198,0.7167235494880546,1.285371472780115,0.0017383522908371342,1.56172415797994,1470,2,1,0.003,apriori
"ice cream ice, tea",fresh fruits,0.004793812785631345,0.6198347107438017,1.1116111024928388,0.0004813218660273573,1.1637034959632393,900,2,1,0.003,apriori
"ice cream ice, tortillas flat bread",fresh fruits,0.005678004921647793,0.7125668449197861,1.2779168419442182,0.0012348324590255016,1.5391393384241063,1066,2,1,0.003,apriori
"ice cream ice, water seltzer sparkling water",fresh fruits,0.015350853831321707,0.6458987001344688,1.1583542413970047,0.002098557355238376,1.2493590854349133,2882,2,1,0.003,apriori
"ice cream ice, yogurt",fresh fruits,0.02647782595263713,0.7372089574373424,1.3221099879371594,0.006450879485082241,1.683465584812816,4971,2,1,0.003,apriori
"fresh fruits, ice cream ice",yogurt,0.02647782595263713,0.4110642520466385,1.5584415348897416,0.00948788737626929,1.250108810979437,4971,2,1,0.003,apriori
"instant foods, juice nectars",fresh fruits,0.005267867605543778,0.7140794223826714,1.2806294972246979,0.0011543690355358413,1.5472816956302267,989,2,1,0.003,apriori
"instant foods, lunch meat",fresh fruits,0.007425083359077884,0.758020663404024,1.3594336857123586,0.001963188867926551,1.8282539425668913,1394,2,1,0.003,apriori
"instant foods, milk",fresh fruits,0.014493293988558767,0.7493803359955935,1.3439381290584584,0.0037090966544801977,1.7652233231927708,2721,2,1,0.003,apriori
"fresh fruits, instant foods",milk,0.014493293988558767,0.4258215962441315,1.7388710847648883,0.006158406994610968,1.3151244606111347,2721,2,1,0.003,apriori
"instant foods, nuts seeds dried fruit",fresh fruits,0.004085393785088046,0.7834525025536261,1.4050431268512478,0.0011777294529308115,2.042968315811964,767,2,1,0.003,apriori
"instant foods, oils vinegars",fresh fruits,0.00309999893470827,0.6961722488038278,1.2485147856419567,0.0006170496173605188,1.456087123080703,582,2,1,0.003,apriori
"instant foods, other creams cheeses",fresh fruits,0.005731269508154808,0.7168554297135242,1.2856079866769496,0.0012732468701895277,1.5624515621249933,1076,2,1,0.003,apriori
"instant foods, packaged cheese",fresh fruits,0.015622503222507484,0.7393496344844971,1.3259490765380757,0.0038403741053800577,1.6972916008629233,2933,2,1,0.003,apriori
"fresh fruits, instant foods",packaged cheese,0.015622503222507484,0.4589984350547731,1.9880789985939145,0.007764413461709935,1.4216680683044103,2933,2,1,0.003,apriori
"instant foods, packaged vegetables fruits",fresh fruits,0.01952147095482098,0.7986489431248638,1.4322964119037893,0.005891980025025728,2.197155967379199,3665,2,1,0.003,apriori
"fresh fruits, instant foods",packaged vegetables fruits,0.01952147095482098,0.5735524256651018,1.5681459725809712,0.007072712168232322,1.4872826157388157,3665,2,1,0.003,apriori
"instant foods, pasta sauce",fresh fruits,0.00566735200434639,0.7353144436765722,1.3187123683882793,0.0013697112600853907,1.6714160088536587,1064,2,1,0.003,apriori
"instant foods, refrigerated",fresh fruits,0.007243983764954032,0.7195767195767195,1.2904883458639966,0.0016306174853042126,1.5776139394829876,1360,2,1,0.003,apriori
"instant foods, soup broth bouillon",fresh fruits,0.005518211162126748,0.6780104712041884,1.2159434674004561,0.0009799975773093278,1.373956717803268,1036,2,1,0.003,apriori
"instant foods, soy lactosefree",fresh fruits,0.007760650254072078,0.7636268343815513,1.369487788512788,0.0020938233431874974,1.8716154813674213,1457,2,1,0.003,apriori
"instant foods, spreads",fresh fruits,0.005209276560386062,0.7893462469733656,1.4156129636459245,0.0015294031103934022,2.1001271982815255,978,2,1,0.003,apriori
"instant foods, tortillas flat bread",fresh fruits,0.004293125672465405,0.7476808905380334,1.340890344857348,0.001091427868516989,1.753334010629105,806,2,1,0.003,apriori
"instant foods, water seltzer sparkling water",fresh fruits,0.007989687976052241,0.7088846880907371,1.2713132646657226,0.0017050937708993213,1.5196716148314613,1500,2,1,0.003,apriori
"instant foods, yogurt",fresh fruits,0.016330922223050784,0.7936836655449133,1.4233916868389274,0.004857676753057526,2.144278480517599,3066,2,1,0.003,apriori
"fresh fruits, instant foods",yogurt,0.016330922223050784,0.47981220657277,1.8190812456862882,0.0073533560688301206,1.4153230370259642,3066,2,1,0.003,apriori
"juice nectars, lunch meat",fresh fruits,0.009848622045147063,0.7571662571662571,1.3579013942103209,0.002595796407631264,1.8218212633414983,1849,2,1,0.003,apriori
